config,tx_id,latency_ms,endorsement_ms,ordering_ms,validation_ms,payload_bytes,confirmed,mode
classical,44,82.44910184586293,25.86587401022712,41.02336526100508,15.559862574630722,576,True,calibrated_simulation
classical,45,83.25742637376355,26.119461010327388,41.42555511650513,15.712410246931025,576,True,calibrated_simulation
classical,46,84.06575090166416,26.373048010427652,41.82774497200518,15.864957919231326,576,True,calibrated_simulation
classical,47,84.87407542956478,26.62663501052792,42.22993482750523,16.017505591531627,576,True,calibrated_simulation
classical,48,85.6823999574654,26.880222010628184,42.63212468300528,16.170053263831928,576,True,calibrated_simulation
classical,49,80.8324527900617,25.35870001002659,40.21898555000498,15.25476723003012,576,True,calibrated_simulation
classical,50,81.64077731796232,25.612287010126856,40.62117540550503,15.407314902330421,576,True,calibrated_simulation
classical,51,82.44910184586293,25.86587401022712,41.02336526100508,15.559862574630722,576,True,calibrated_simulation
classical,52,83.25742637376355,26.119461010327388,41.42555511650513,15.712410246931025,576,True,calibrated_simulation
classical,53,84.06575090166416,26.373048010427652,41.82774497200518,15.864957919231326,576,True,calibrated_simulation
classical,54,84.87407542956478,26.62663501052792,42.22993482750523,16.017505591531627,576,True,calibrated_simulation
classical,55,85.6823999574654,26.880222010628184,42.63212468300528,16.170053263831928,576,True,calibrated_simulation
classical,56,80.8324527900617,25.35870001002659,40.21898555000498,15.25476723003012,576,True,calibrated_simulation
classical,57,81.64077731796232,25.612287010126856,40.62117540550503,15.407314902330421,576,True,calibrated_simulation
classical,58,82.44910184586293,25.86587401022712,41.02336526100508,15.559862574630722,576,True,calibrated_simulation
classical,59,83.25742637376355,26.119461010327388,41.42555511650513,15.712410246931025,576,True,calibrated_simulation
classical,60,84.06575090166416,26.373048010427652,41.82774497200518,15.864957919231326,576,True,calibrated_simulation
classical,61,84.87407542956478,26.62663501052792,42.22993482750523,16.017505591531627,576,True,calibrated_simulation
classical,62,85.6823999574654,26.880222010628184,42.63212468300528,16.170053263831928,576,True,calibrated_simulation
classical,63,80.8324527900617,25.35870001002659,40.21898555000498,15.25476723003012,576,True,calibrated_simulation
classical,64,81.64077731796232,25.612287010126856,40.62117540550503,15.407314902330421,576,True,calibrated_simulation
classical,65,82.44910184586293,25.86587401022712,41.02336526100508,15.559862574630722,576,True,calibrated_simulation
classical,66,83.25742637376355,26.119461010327388,41.42555511650513,15.712410246931025,576,True,calibrated_simulation
classical,67,84.06575090166416,26.373048010427652,41.82774497200518,15.864957919231326,576,True,calibrated_simulation
classical,68,84.87407542956478,26.62663501052792,42.22993482750523,16.017505591531627,576,True,calibrated_simulation
classical,69,85.6823999574654,26.880222010628184,42.63212468300528,16.170053263831928,576,True,calibrated_simulation
classical,70,80.8324527900617,25.35870001002659,40.21898555000498,15.25476723003012,576,True,calibrated_simulation
classical,71,81.64077731796232,25.612287010126856,40.62117540550503,15.407314902330421,576,True,calibrated_simulation
classical,72,82.44910184586293,25.86587401022712,41.02336526100508,15.559862574630722,576,True,calibrated_simulation
classical,73,83.25742637376355,26.119461010327388,41.42555511650513,15.712410246931025,576,True,calibrated_simulation
classical,74,84.06575090166416,26.373048010427652,41.82774497200518,15.864957919231326,576,True,calibrated_simulation
classical,75,84.87407542956478,26.62663501052792,42.22993482750523,16.017505591531627,576,True,calibrated_simulation
classical,76,85.6823999574654,26.880222010628184,42.63212468300528,16.170053263831928,576,True,calibrated_simulation
classical,77,80.8324527900617,25.35870001002659,40.21898555000498,15.25476723003012,576,True,calibrated_simulation
classical,78,81.64077731796232,25.612287010126856,40.62117540550503,15.407314902330421,576,True,calibrated_simulation
classical,79,82.44910184586293,25.86587401022712,41.02336526100508,15.559862574630722,576,True,calibrated_simulation
classical,80,83.25742637376355,26.119461010327388,41.42555511650513,15.712410246931025,576,True,calibrated_simulation
classical,81,84.06575090166416,26.373048010427652,41.82774497200518,15.864957919231326,576,True,calibrated_simulation
classical,82,84.87407542956478,26.62663501052792,42.22993482750523,16.017505591531627,576,True,calibrated_simulation
classical,83,85.6823999574654,26.880222010628184,42.63212468300528,16.170053263831928,576,True,calibrated_simulation
classical,84,80.8324527900617,25.35870001002659,40.21898555000498,15.25476723003012,576,True,calibrated_simulation
classical,85,81.64077731796232,25.612287010126856,40.62117540550503,15.407314902330421,576,True,calibrated_simulation
classical,86,82.44910184586293,25.86587401022712,41.02336526100508,15.559862574630722,576,True,calibrated_simulation
classical,87,83.25742637376355,26.119461010327388,41.42555511650513,15.712410246931025,576,True,calibrated_simulation
classical,88,84.06575090166416,26.373048010427652,41.82774497200518,15.864957919231326,576,True,calibrated_simulation
classical,89,84.87407542956478,26.62663501052792,42.22993482750523,16.017505591531627,576,True,calibrated_simulation
classical,90,85.6823999574654,26.880222010628184,42.63212468300528,16.170053263831928,576,True,calibrated_simulation
classical,91,80.8324527900617,25.35870001002659,40.21898555000498,15.25476723003012,576,True,calibrated_simulation
classical,92,81.64077731796232,25.612287010126856,40.62117540550503,15.407314902330421,576,True,calibrated_simulation
classical,93,82.44910184586293,25.86587401022712,41.02336526100508,15.559862574630722,576,True,calibrated_simulation
classical,94,83.25742637376355,26.119461010327388,41.42555511650513,15.712410246931025,576,True,calibrated_simulation
classical,95,84.06575090166416,26.373048010427652,41.82774497200518,15.864957919231326,576,True,calibrated_simulation
classical,96,84.87407542956478,26.62663501052792,42.22993482750523,16.017505591531627,576,True,calibrated_simulation
classical,97,85.6823999574654,26.880222010628184,42.63212468300528,16.170053263831928,576,True,calibrated_simulation
classical,98,80.8324527900617,25.35870001002659,40.21898555000498,15.25476723003012,576,True,calibrated_simulation
classical,99,81.64077731796232,25.612287010126856,40.62117540550503,15.407314902330421,576,True,calibrated_simulation
hybrid,0,84.60123069004985,28.39129447000614,40.21898555000498,15.990950670038728,10245,True,calibrated_simulation
hybrid,1,85.44724299695035,28.675207414706204,40.62117540550503,16.150860176739116,10245,True,calibrated_simulation
hybrid,2,86.29325530385084,28.959120359406263,41.02336526100508,16.310769683439503,10245,True,calibrated_simulation
hybrid,3,87.13926761075135,29.243033304106326,41.42555511650513,16.47067919013989,10245,True,calibrated_simulation
hybrid,4,87.98527991765184,29.526946248806386,41.82774497200518,16.630588696840277,10245,True,calibrated_simulation
hybrid,5,88.83129222455234,29.81085919350645,42.22993482750523,16.790498203540665,10245,True,calibrated_simulation
hybrid,6,89.67730453145285,30.094772138206512,42.63212468300528,16.950407710241052,10245,True,calibrated_simulation
hybrid,7,84.60123069004985,28.39129447000614,40.21898555000498,15.990950670038728,10245,True,calibrated_simulation
hybrid,8,85.44724299695035,28.675207414706204,40.62117540550503,16.150860176739116,10245,True,calibrated_simulation
hybrid,9,86.29325530385084,28.959120359406263,41.02336526100508,16.310769683439503,10245,True,calibrated_simulation
hybrid,10,87.13926761075135,29.243033304106326,41.42555511650513,16.47067919013989,10245,True,calibrated_simulation
hybrid,11,87.98527991765184,29.526946248806386,41.82774497200518,16.630588696840277,10245,True,calibrated_simulation
hybrid,12,88.83129222455234,29.81085919350645,42.22993482750523,16.790498203540665,10245,True,calibrated_simulation
hybrid,13,89.67730453145285,30.094772138206512,42.63212468300528,16.950407710241052,10245,True,calibrated_simulation
hybrid,14,84.60123069004985,28.39129447000614,40.21898555000498,15.990950670038728,10245,True,calibrated_simulation
hybrid,15,85.44724299695035,28.675207414706204,40.62117540550503,16.150860176739116,10245,True,calibrated_simulation
hybrid,16,86.29325530385084,28.959120359406263,41.02336526100508,16.310769683439503,10245,True,calibrated_simulation
hybrid,17,87.13926761075135,29.243033304106326,41.42555511650513,16.47067919013989,10245,True,calibrated_simulation
hybrid,18,87.98527991765184,29.526946248806386,41.82774497200518,16.630588696840277,10245,True,calibrated_simulation
hybrid,19,88.83129222455234,29.81085919350645,42.22993482750523,16.790498203540665,10245,True,calibrated_simulation
hybrid,20,89.67730453145285,30.094772138206512,42.63212468300528,16.950407710241052,10245,True,calibrated_simulation
hybrid,21,84.60123069004985,28.39129447000614,40.21898555000498,15.990950670038728,10245,True,calibrated_simulation
hybrid,22,85.44724299695035,28.675207414706204,40.62117540550503,16.150860176739116,10245,True,calibrated_simulation
hybrid,23,86.29325530385084,28.959120359406263,41.02336526100508,16.310769683439503,10245,True,calibrated_simulation
hybrid,24,87.13926761075135,29.243033304106326,41.42555511650513,16.47067919013989,10245,True,calibrated_simulation
hybrid,25,87.98527991765184,29.526946248806386,41.82774497200518,16.630588696840277,10245,True,calibrated_simulation
hybrid,26,88.83129222455234,29.81085919350645,42.22993482750523,16.790498203540665,10245,True,calibrated_simulation
hybrid,27,89.67730453145285,30.094772138206512,42.63212468300528,16.950407710241052,10245,True,calibrated_simulation
hybrid,28,84.60123069004985,28.39129447000614,40.21898555000498,15.990950670038728,10245,True,calibrated_simulation
hybrid,29,85.44724299695035,28.675207414706204,40.62117540550503,16.150860176739116,10245,True,calibrated_simulation
hybrid,30,86.29325530385084,28.959120359406263,41.02336526100508,16.310769683439503,10245,True,calibrated_simulation
hybrid,31,87.13926761075135,29.243033304106326,41.42555511650513,16.47067919013989,10245,True,calibrated_simulation
hybrid,32,87.98527991765184,29.526946248806386,41.82774497200518,16.630588696840277,10245,True,calibrated_simulation
hybrid,33,88.83129222455234,29.81085919350645,42.22993482750523,16.790498203540665,10245,True,calibrated_simulation
hybrid,34,89.67730453145285,30.094772138206512,42.63212468300528,16.950407710241052,10245,True,calibrated_simulation
hybrid,35,84.60123069004985,28.39129447000614,40.21898555000498,15.990950670038728,10245,True,calibrated_simulation
hybrid,36,85.44724299695035,28.675207414706204,40.62117540550503,16.150860176739116,10245,True,calibrated_simulation
hybrid,37,86.29325530385084,28.959120359406263,41.02336526100508,16.310769683439503,10245,True,calibrated_simulation
hybrid,38,87.13926761075135,29.243033304106326,41.42555511650513,16.47067919013989,10245,True,calibrated_simulation
hybrid,39,87.98527991765184,29.526946248806386,41.82774497200518,16.630588696840277,10245,True,calibrated_simulation
hybrid,40,88.83129222455234,29.81085919350645,42.22993482750523,16.790498203540665,10245,True,calibrated_simulation
hybrid,41,89.67730453145285,30.094772138206512,42.63212468300528,16.950407710241052,10245,True,calibrated_simulation
hybrid,42,84.60123069004985,28.39129447000614,40.21898555000498,15.990950670038728,10245,True,calibrated_simulation
hybrid,43,85.44724299695035,28.675207414706204,40.62117540550503,16.150860176739116,10245,True,calibrated_simulation
hybrid,44,86.29325530385084,28.959120359406263,41.02336526100508,16.310769683439503,10245,True,calibrated_simulation
hybrid,45,87.13926761075135,29.243033304106326,41.42555511650513,16.47067919013989,10245,True,calibrated_simulation
hybrid,46,87.98527991765184,29.526946248806386,41.82774497200518,16.630588696840277,10245,True,calibrated_simulation
hybrid,47,88.83129222455234,29.81085919350645,42.22993482750523,16.790498203540665,10245,True,calibrated_simulation
hybrid,48,89.67730453145285,30.094772138206512,42.63212468300528,16.950407710241052,10245,True,calibrated_simulation
hybrid,49,84.60123069004985,28.39129447000614,40.21898555000498,15.990950670038728,10245,True,calibrated_simulation
hybrid,50,85.44724299695035,28.675207414706204,40.62117540550503,16.150860176739116,10245,True,calibrated_simulation
hybrid,51,86.29325530385084,28.959120359406263,41.02336526100508,16.310769683439503,10245,True,calibrated_simulation
hybrid,52,87.13926761075135,29.243033304106326,41.42555511650513,16.47067919013989,10245,True,calibrated_simulation
hybrid,53,87.98527991765184,29.526946248806386,41.82774497200518,16.630588696840277,10245,True,calibrated_simulation
hybrid,54,88.83129222455234,29.81085919350645,42.22993482750523,16.790498203540665,10245,True,calibrated_simulation
hybrid,55,89.67730453145285,30.094772138206512,42.63212468300528,16.950407710241052,10245,True,calibrated_simulation
hybrid,56,84.60123069004985,28.39129447000614,40.21898555000498,15.990950670038728,10245,True,calibrated_simulation
hybrid,57,85.44724299695035,28.675207414706204,40.62117540550503,16.150860176739116,10245,True,calibrated_simulation
hybrid,58,86.29325530385084,28.959120359406263,41.02336526100508,16.310769683439503,10245,True,calibrated_simulation
hybrid,59,87.13926761075135,29.243033304106326,41.42555511650513,16.47067919013989,10245,True,calibrated_simulation
hybrid,60,87.98527991765184,29.526946248806386,41.82774497200518,16.630588696840277,10245,True,calibrated_simulation
hybrid,61,88.83129222455234,29.81085919350645,42.22993482750523,16.790498203540665,10245,True,calibrated_simulation
hybrid,62,89.67730453145285,30.094772138206512,42.63212468300528,16.950407710241052,10245,True,calibrated_simulation
hybrid,63,84.60123069004985,28.39129447000614,40.21898555000498,15.990950670038728,10245,True,calibrated_simulation
hybrid,64,85.44724299695035,28.675207414706204,40.62117540550503,16.150860176739116,10245,True,calibrated_simulation
hybrid,65,86.29325530385084,28.959120359406263,41.02336526100508,16.310769683439503,10245,True,calibrated_simulation
hybrid,66,87.13926761075135,29.243033304106326,41.42555511650513,16.47067919013989,10245,True,calibrated_simulation
hybrid,67,87.98527991765184,29.526946248806386,41.82774497200518,16.630588696840277,10245,True,calibrated_simulation
hybrid,68,88.83129222455234,29.81085919350645,42.22993482750523,16.790498203540665,10245,True,calibrated_simulation
hybrid,69,89.67730453145285,30.094772138206512,42.63212468300528,16.950407710241052,10245,True,calibrated_simulation
hybrid,70,84.60123069004985,28.39129447000614,40.21898555000498,15.990950670038728,10245,True,calibrated_simulation
hybrid,71,85.44724299695035,28.675207414706204,40.62117540550503,16.150860176739116,10245,True,calibrated_simulation
hybrid,72,86.29325530385084,28.959120359406263,41.02336526100508,16.310769683439503,10245,True,calibrated_simulation
hybrid,73,87.13926761075135,29.243033304106326,41.42555511650513,16.47067919013989,10245,True,calibrated_simulation
hybrid,74,87.98527991765184,29.526946248806386,41.82774497200518,16.630588696840277,10245,True,calibrated_simulation
hybrid,75,88.83129222455234,29.81085919350645,42.22993482750523,16.790498203540665,10245,True,calibrated_simulation
hybrid,76,89.67730453145285,30.094772138206512,42.63212468300528,16.950407710241052,10245,True,calibrated_simulation
hybrid,77,84.60123069004985,28.39129447000614,40.21898555000498,15.990950670038728,10245,True,calibrated_simulation
hybrid,78,85.44724299695035,28.675207414706204,40.62117540550503,16.150860176739116,10245,True,calibrated_simulation
hybrid,79,86.29325530385084,28.959120359406263,41.02336526100508,16.310769683439503,10245,True,calibrated_simulation
hybrid,80,87.13926761075135,29.243033304106326,41.42555511650513,16.47067919013989,10245,True,calibrated_simulation
hybrid,81,87.98527991765184,29.526946248806386,41.82774497200518,16.630588696840277,10245,True,calibrated_simulation
hybrid,82,88.83129222455234,29.81085919350645,42.22993482750523,16.790498203540665,10245,True,calibrated_simulation
hybrid,83,89.67730453145285,30.094772138206512,42.63212468300528,16.950407710241052,10245,True,calibrated_simulation
hybrid,84,84.60123069004985,28.39129447000614,40.21898555000498,15.990950670038728,10245,True,calibrated_simulation
hybrid,85,85.44724299695035,28.675207414706204,40.62117540550503,16.150860176739116,10245,True,calibrated_simulation
hybrid,86,86.29325530385084,28.959120359406263,41.02336526100508,16.310769683439503,10245,True,calibrated_simulation
hybrid,87,87.13926761075135,29.243033304106326,41.42555511650513,16.47067919013989,10245,True,calibrated_simulation
hybrid,88,87.98527991765184,29.526946248806386,41.82774497200518,16.630588696840277,10245,True,calibrated_simulation
hybrid,89,88.83129222455234,29.81085919350645,42.22993482750523,16.790498203540665,10245,True,calibrated_simulation
hybrid,90,89.67730453145285,30.094772138206512,42.63212468300528,16.950407710241052,10245,True,calibrated_simulation
hybrid,91,84.60123069004985,28.39129447000614,40.21898555000498,15.990950670038728,10245,True,calibrated_simulation
hybrid,92,85.44724299695035,28.675207414706204,40.62117540550503,16.150860176739116,10245,True,calibrated_simulation
hybrid,93,86.29325530385084,28.959120359406263,41.02336526100508,16.310769683439503,10245,True,calibrated_simulation
hybrid,94,87.13926761075135,29.243033304106326,41.42555511650513,16.47067919013989,10245,True,calibrated_simulation
hybrid,95,87.98527991765184,29.526946248806386,41.82774497200518,16.630588696840277,10245,True,calibrated_simulation
hybrid,96,88.83129222455234,29.81085919350645,42.22993482750523,16.790498203540665,10245,True,calibrated_simulation
hybrid,97,89.67730453145285,30.094772138206512,42.63212468300528,16.950407710241052,10245,True,calibrated_simulation
hybrid,98,84.60123069004985,28.39129447000614,40.21898555000498,15.990950670038728,10245,True,calibrated_simulation
hybrid,99,85.44724299695035,28.675207414706204,40.62117540550503,16.150860176739116,10245,True,calibrated_simulation
native_pq,0,84.24253068002326,28.287361690009675,40.21898555000498,15.736183440008608,9927,True,calibrated_simulation
native_pq,1,85.0849559868235,28.570235306909773,40.62117540550503,15.893545274408694,9927,True,calibrated_simulation
native_pq,2,85.92738129362372,28.85310892380987,41.02336526100508,16.05090710880878,9927,True,calibrated_simulation
native_pq,3,86.76980660042396,29.135982540709964,41.42555511650513,16.208268943208868,9927,True,calibrated_simulation
native_pq,4,87.6122319072242,29.418856157610062,41.82774497200518,16.365630777608953,9927,True,calibrated_simulation
native_pq,5,88.45465721402444,29.70172977451016,42.22993482750523,16.522992612009038,9927,True,calibrated_simulation
native_pq,6,89.29708252082466,29.984603391410257,42.63212468300528,16.680354446409126,9927,True,calibrated_simulation
native_pq,7,84.24253068002326,28.287361690009675,40.21898555000498,15.736183440008608,9927,True,calibrated_simulation
native_pq,8,85.0849559868235,28.570235306909773,40.62117540550503,15.893545274408694,9927,True,calibrated_simulation
native_pq,9,85.92738129362372,28.85310892380987,41.02336526100508,16.05090710880878,9927,True,calibrated_simulation
native_pq,10,86.76980660042396,29.135982540709964,41.42555511650513,16.208268943208868,9927,True,calibrated_simulation
native_pq,11,87.6122319072242,29.418856157610062,41.82774497200518,16.365630777608953,9927,True,calibrated_simulation
native_pq,12,88.45465721402444,29.70172977451016,42.22993482750523,16.522992612009038,9927,True,calibrated_simulation
native_pq,13,89.29708252082466,29.984603391410257,42.63212468300528,16.680354446409126,9927,True,calibrated_simulation
native_pq,14,84.24253068002326,28.287361690009675,40.21898555000498,15.736183440008608,9927,True,calibrated_simulation
native_pq,15,85.0849559868235,28.570235306909773,40.62117540550503,15.893545274408694,9927,True,calibrated_simulation
native_pq,16,85.92738129362372,28.85310892380987,41.02336526100508,16.05090710880878,9927,True,calibrated_simulation
native_pq,17,86.76980660042396,29.135982540709964,41.42555511650513,16.208268943208868,9927,True,calibrated_simulation
native_pq,18,87.6122319072242,29.418856157610062,41.82774497200518,16.365630777608953,9927,True,calibrated_simulation
native_pq,19,88.45465721402444,29.70172977451016,42.22993482750523,16.522992612009038,9927,True,calibrated_simulation
native_pq,20,89.29708252082466,29.984603391410257,42.63212468300528,16.680354446409126,9927,True,calibrated_simulation
native_pq,21,84.24253068002326,28.287361690009675,40.21898555000498,15.736183440008608,9927,True,calibrated_simulation
native_pq,22,85.0849559868235,28.570235306909773,40.62117540550503,15.893545274408694,9927,True,calibrated_simulation
native_pq,23,85.92738129362372,28.85310892380987,41.02336526100508,16.05090710880878,9927,True,calibrated_simulation
native_pq,24,86.76980660042396,29.135982540709964,41.42555511650513,16.208268943208868,9927,True,calibrated_simulation
native_pq,25,87.6122319072242,29.418856157610062,41.82774497200518,16.365630777608953,9927,True,calibrated_simulation
native_pq,26,88.45465721402444,29.70172977451016,42.22993482750523,16.522992612009038,9927,True,calibrated_simulation
native_pq,27,89.29708252082466,29.984603391410257,42.63212468300528,16.680354446409126,9927,True,calibrated_simulation
native_pq,28,84.24253068002326,28.287361690009675,40.21898555000498,15.736183440008608,9927,True,calibrated_simulation
native_pq,29,85.0849559868235,28.570235306909773,40.62117540550503,15.893545274408694,9927,True,calibrated_simulation
native_pq,30,85.92738129362372,28.85310892380987,41.02336526100508,16.05090710880878,9927,True,calibrated_simulation
native_pq,31,86.76980660042396,29.135982540709964,41.42555511650513,16.208268943208868,9927,True,calibrated_simulation
native_pq,32,87.6122319072242,29.418856157610062,41.82774497200518,16.365630777608953,9927,True,calibrated_simulation
native_pq,33,88.45465721402444,29.70172977451016,42.22993482750523,16.522992612009038,9927,True,calibrated_simulation
native_pq,34,89.29708252082466,29.984603391410257,42.63212468300528,16.680354446409126,9927,True,calibrated_simulation
native_pq,35,84.24253068002326,28.287361690009675,40.21898555000498,15.736183440008608,9927,True,calibrated_simulation
native_pq,36,85.0849559868235,28.570235306909773,40.62117540550503,15.893545274408694,9927,True,calibrated_simulation
native_pq,37,85.92738129362372,28.85310892380987,41.02336526100508,16.05090710880878,9927,True,calibrated_simulation
native_pq,38,86.76980660042396,29.135982540709964,41.42555511650513,16.208268943208868,9927,True,calibrated_simulation
native_pq,39,87.6122319072242,29.418856157610062,41.82774497200518,16.365630777608953,9927,True,calibrated_simulation
native_pq,40,88.45465721402444,29.70172977451016,42.22993482750523,16.522992612009038,9927,True,calibrated_simulation
native_pq,41,89.29708252082466,29.984603391410257,42.63212468300528,16.680354446409126,9927,True,calibrated_simulation
native_pq,42,84.24253068002326,28.287361690009675,40.21898555000498,15.736183440008608,9927,True,calibrated_simulation
native_pq,43,85.0849559868235,28.570235306909773,40.62117540550503,15.893545274408694,9927,True,calibrated_simulation
native_pq,44,85.92738129362372,28.85310892380987,41.02336526100508,16.05090710880878,9927,True,calibrated_simulation
native_pq,45,86.76980660042396,29.135982540709964,41.42555511650513,16.208268943208868,9927,True,calibrated_simulation
native_pq,46,87.6122319072242,29.418856157610062,41.82774497200518,16.365630777608953,9927,True,calibrated_simulation
native_pq,47,88.45465721402444,29.70172977451016,42.22993482750523,16.522992612009038,9927,True,calibrated_simulation
native_pq,48,89.29708252082466,29.984603391410257,42.63212468300528,16.680354446409126,9927,True,calibrated_simulation
native_pq,49,84.24253068002326,28.287361690009675,40.21898555000498,15.736183440008608,9927,True,calibrated_simulation
native_pq,50,85.0849559868235,28.570235306909773,40.62117540550503,15.893545274408694,9927,True,calibrated_simulation
native_pq,51,85.92738129362372,28.85310892380987,41.02336526100508,16.05090710880878,9927,True,calibrated_simulation
native_pq,52,86.76980660042396,29.135982540709964,41.42555511650513,16.208268943208868,9927,True,calibrated_simulation
native_pq,53,87.6122319072242,29.418856157610062,41.82774497200518,16.365630777608953,9927,True,calibrated_simulation
native_pq,54,88.45465721402444,29.70172977451016,42.22993482750523,16.522992612009038,9927,True,calibrated_simulation
native_pq,55,89.29708252082466,29.984603391410257,42.63212468300528,16.680354446409126,9927,True,calibrated_simulation
native_pq,56,84.24253068002326,28.287361690009675,40.21898555000498,15.736183440008608,9927,True,calibrated_simulation
native_pq,57,85.0849559868235,28.570235306909773,40.62117540550503,15.893545274408694,9927,True,calibrated_simulation
native_pq,58,85.92738129362372,28.85310892380987,41.02336526100508,16.05090710880878,9927,True,calibrated_simulation
native_pq,59,86.76980660042396,29.135982540709964,41.42555511650513,16.208268943208868,9927,True,calibrated_simulation
native_pq,60,87.6122319072242,29.418856157610062,41.82774497200518,16.365630777608953,9927,True,calibrated_simulation
native_pq,61,88.45465721402444,29.70172977451016,42.22993482750523,16.522992612009038,9927,True,calibrated_simulation
native_pq,62,89.29708252082466,29.984603391410257,42.63212468300528,16.680354446409126,9927,True,calibrated_simulation
native_pq,63,84.24253068002326,28.287361690009675,40.21898555000498,15.736183440008608,9927,True,calibrated_simulation
native_pq,64,85.0849559868235,28.570235306909773,40.62117540550503,15.893545274408694,9927,True,calibrated_simulation
native_pq,65,85.92738129362372,28.85310892380987,41.02336526100508,16.05090710880878,9927,True,calibrated_simulation
native_pq,66,86.76980660042396,29.135982540709964,41.42555511650513,16.208268943208868,9927,True,calibrated_simulation
